anio,sem,enfermedad,casos,cie
2010,28,intoxicacion por plaguicidas,88,t60
2010,28,intoxicacion por veneno de escorpion,6076,t63.2
2010,28,leptospirosis,2,a27
2010,28,meningitis meningococica,0,a39.0
2010,28,meningitis tuberculosa,1,a17.0
2010,28,meningitis,29,g00-g03
2010,28,mordeduras por perro,2283,w54
2010,28,mordeduras por serpiente,89,x20
2010,28,neumonias y bronconeumonias,1521,j12
2010,28,paludismo por p. falciparum,0,b50
2010,28,paludismo por p. vivax,36,b51
2010,28,paralisis flacida aguda,5,u98
2010,28,parotiditis infecciosa,108,b26
2010,28,rubeola congenita,0,p35.0
2010,28,rubeola,1,b06
2010,28,shigelosis,266,a03
2010,28,sida,163,b20-b24
2010,28,sifilis congenita,2,a50
2010,28,tetanos neonatal,0,a33
2010,28,tetanos,1,a34
2010,28,tos ferina,0,a37
2010,28,tuberculosis respiratoria,199,a15-a16
2010,28,varicela,4186,b01
2010,29,brucelosis,48,a23
2010,29,colera,0,a00
2010,29,conjuntivitis,5883,b30
2010,29,dengue clasico,504,a90
2010,29,enfermedad febril exantematica,20,u97
2010,29,enfermedades infecciosas intestinales,122746,a01-a03
2010,29,escarlatina,96,a38
2010,29,fiebre del oeste del nilo,0,a92.3
2010,29,fiebre reumatica aguda,15,i00-i02
2010,29,fiebre tifoidea,810,a01.0
2010,29,hepatitis virica a,275,b15
2010,29,hepatitis virica b,5,b16
2010,29,hepatitis virica c,33,b17.1
2010,29,infeccion asintomatica por vih,56,z21
2010,29,infecciones intestinales por otros organismos,107318,a04
2010,29,infecciones respiratorias agudas,310566,j00-j06
2010,29,influenza a h1n1,1,j09
2010,29,intoxicacion alimentaria bacteriana,691,a05
2010,29,intoxicacion por animales venenosos,1097,t63 excepto t63.2
2010,29,intoxicacion por plaguicidas,97,t60
2010,29,intoxicacion por veneno de escorpion,5422,t63.2
2010,29,leptospirosis,3,a27
2010,29,meningitis meningococica,0,a39.0
2010,29,meningitis tuberculosa,1,a17.0
2010,29,meningitis,10,g00-g03
2010,29,mordeduras por perro,1769,w54
2010,29,mordeduras por serpiente,86,x20
2010,29,neumonias y bronconeumonias,1210,j12
2010,29,paludismo por p. falciparum,0,b50
2010,29,paludismo por p. vivax,29,b51
2010,29,paralisis flacida aguda,5,u98
2010,29,parotiditis infecciosa,86,b26
2010,29,rubeola congenita,0,p35.0
2010,29,rubeola,3,b06
2010,29,shigelosis,234,a03
2010,29,sida,127,b20-b24
2010,29,sifilis congenita,1,a50
2010,29,tetanos neonatal,0,a33
2010,29,tetanos,1,a34
2010,29,tos ferina,0,a37
2010,29,tuberculosis respiratoria,155,a15-a16
2010,29,varicela,2933,b01
2010,30,brucelosis,73,a23
2010,30,colera,0,a00
2010,30,conjuntivitis,6739,b30
2010,30,dengue clasico,548,a90
2010,30,enfermedad febril exantematica,166,u97
2010,30,enfermedades infecciosas intestinales,138168,a01-a03
2010,30,escarlatina,62,a38
2010,30,fiebre del oeste del nilo,0,a92.3
2010,30,fiebre reumatica aguda,21,i00-i02
2010,30,fiebre tifoidea,847,a01.0
2010,30,hepatitis virica a,224,b15
2010,30,hepatitis virica b,9,b16
2010,30,hepatitis virica c,35,b17.1
2010,30,infeccion asintomatica por vih,90,z21
2010,30,infecciones intestinales por otros organismos,120587,a04
2010,30,infecciones respiratorias agudas,331510,j00-j06
2010,30,influenza a h1n1,1,j09
2010,30,intoxicacion alimentaria bacteriana,784,a05
2010,30,intoxicacion por animales venenosos,1208,t63 excepto t63.2
2010,30,intoxicacion por plaguicidas,131,t60
2010,30,intoxicacion por veneno de escorpion,5567,t63.2
2010,30,leptospirosis,6,a27
2010,30,meningitis meningococica,3,a39.0
2010,30,meningitis tuberculosa,5,a17.0
2010,30,meningitis,12,g00-g03
2010,30,mordeduras por perro,1968,w54
2010,30,mordeduras por serpiente,79,x20
2010,30,neumonias y bronconeumonias,1502,j12
2010,30,paludismo por p. falciparum,0,b50
2010,30,paludismo por p. vivax,30,b51
2010,30,paralisis flacida aguda,9,u98
2010,30,parotiditis infecciosa,82,b26
2010,30,rubeola congenita,0,p35.0
2010,30,rubeola,1,b06
2010,30,shigelosis,247,a03
2010,30,sida,80,b20-b24
2010,30,sifilis congenita,2,a50
2010,30,tetanos neonatal,0,a33
2010,30,tetanos,0,a34
2010,30,tos ferina,0,a37
2010,30,tuberculosis respiratoria,224,a15-a16
2010,30,varicela,3290,b01
2010,31,brucelosis,75,a23
2010,31,colera,0,a00
2010,31,conjuntivitis,6964,b30
2010,31,dengue clasico,618,a90
2010,31,enfermedad febril exantematica,13,u97
2010,31,escarlatina,61,a38
2010,31,fiebre del oeste del nilo,0,a92.3
2010,31,fiebre reumatica aguda,15,i00-i02
2010,31,fiebre tifoidea,812,a01.0
2010,31,hepatitis virica b,21,b16
2010,31,hepatitis virica c,27,b17.1
2010,31,infeccion gonococica genitourinaria,19,a54.0-a54.2
2010,31,infecciones intestinales por otros organismos,115030,a04
2010,31,infecciones respiratorias agudas,314796,j00-j06
2010,31,influenza a h1n1,0,j09
2010,31,intoxicacion alimentaria bacteriana,787,a05
2010,31,intoxicacion por plaguicidas,77,t60
2010,31,intoxicacion por veneno de escorpion,4935,t63.2
2010,31,leptospirosis,4,a27
2010,31,meningitis meningococica,2,a39.0
2010,31,meningitis tuberculosa,2,a17.0
2010,31,meningitis,19,g00-g03
2010,31,mordeduras por perro,1911,w54
2010,31,mordeduras por serpiente,115,x20
2010,31,neumonias y bronconeumonias,1451,j12
2010,31,paludismo por p. falciparum,0,b50
2010,31,paludismo por p. vivax,31,b51
2010,31,paralisis flacida aguda,0,u98
2010,31,paratifoidea,2474,a01.1-a02
2010,31,rubeola congenita,0,p35.0
2010,31,rubeola,3,b06
2010,31,shigelosis,217,a03
2010,31,sifilis adquirida,52,a51-a53
2010,31,sifilis congenita,2,a50
2010,31,tetanos neonatal,0,a33
2010,31,tetanos,0,a34
2010,31,tos ferina,0,a37
2010,31,tuberculosis respiratoria,210,a15-a16
2010,31,varicela,2649,b01
2010,32,brucelosis,71,a23
2010,32,colera,0,a00
2010,32,dengue clasico,632,a90
2010,32,enfermedad febril exantematica,54,u97
2010,32,enfermedades infecciosas intestinales,146507,a01-a03
2010,32,escarlatina,63,a38
2010,32,fiebre del oeste del nilo,0,a92.3
2010,32,fiebre reumatica aguda,16,i00-i02
2010,32,fiebre tifoidea,992,a01.0
2010,32,hepatitis virica a,346,b15
2010,32,hepatitis virica b,6,b16
2010,32,hepatitis virica c,33,b17.1
2010,32,infeccion asintomatica por vih,103,z21
2010,32,infecciones intestinales por otros organismos,128011,a04
2010,32,infecciones respiratorias agudas,352956,j00-j06
2010,32,influenza a h1n1,0,j09
2010,32,intoxicacion alimentaria bacteriana,962,a05
2010,32,intoxicacion por animales venenosos,1254,t63 excepto t63.2
2010,32,intoxicacion por plaguicidas,118,t60
2010,32,intoxicacion por veneno de escorpion,6065,t63.2
2010,32,leptospirosis,3,a27
2010,32,meningitis meningococica,0,a39.0
2010,32,meningitis tuberculosa,3,a17.0
2010,32,meningitis,40,g00-g03
2010,32,mordeduras por perro,2162,w54
2010,32,mordeduras por serpiente,111,x20
2010,32,neumonias y bronconeumonias,1586,j12
2010,32,paludismo por p. falciparum,0,b50
2010,32,paludismo por p. vivax,28,b51
2010,32,paralisis flacida aguda,10,u98
2010,32,parotiditis infecciosa,96,b26
2010,32,rubeola congenita,0,p35.0
2010,32,rubeola,2,b06
2010,32,shigelosis,268,a03
2010,32,sida,103,b20-b24
2010,32,sifilis congenita,2,a50
2010,32,tetanos neonatal,0,a33
2010,32,tetanos,2,a34
2010,32,tos ferina,0,a37
2010,32,tuberculosis respiratoria,234,a15-a16
2010,32,varicela,2856,b01
2010,33,brucelosis,49,a23
2010,33,colera,0,a00
2010,33,conjuntivitis,8149,b30
2010,33,dengue clasico,596,a90
2010,33,enfermedad febril exantematica,89,u97
2010,33,enfermedades infecciosas intestinales,139882,a01-a03
2010,33,escarlatina,65,a38
2010,33,fiebre del oeste del nilo,0,a92.3
2010,33,fiebre reumatica aguda,16,i00-i02
2010,33,fiebre tifoidea,1070,a01.0
2010,33,hepatitis virica a,305,b15
2010,33,hepatitis virica b,17,b16
2010,33,hepatitis virica c,58,b17.1
2010,33,infeccion asintomatica por vih,96,z21
2010,33,infecciones intestinales por otros organismos,121305,a04
2010,33,infecciones respiratorias agudas,358212,j00-j06
2010,33,influenza a h1n1,2,j09
2010,33,intoxicacion alimentaria bacteriana,1057,a05
2010,33,intoxicacion por animales venenosos,1278,t63 excepto t63.2
2010,33,intoxicacion por plaguicidas,111,t60
2010,33,intoxicacion por veneno de escorpion,5702,t63.2
2010,33,leptospirosis,8,a27
2010,33,meningitis meningococica,1,a39.0
2010,33,meningitis tuberculosa,1,a17.0
2010,33,meningitis,12,g00-g03
2010,33,mordeduras por perro,2106,w54
2010,33,mordeduras por serpiente,110,x20
2010,33,neumonias y bronconeumonias,1597,j12
2010,33,paludismo por p. falciparum,0,b50
2010,33,paludismo por p. vivax,42,b51
2010,33,paralisis flacida aguda,14,u98
2010,33,parotiditis infecciosa,80,b26
2010,33,rubeola congenita,0,p35.0
2010,33,rubeola,0,b06
2010,33,shigelosis,246,a03
2010,33,sida,110,b20-b24
2010,33,sifilis congenita,2,a50
2010,33,tetanos neonatal,0,a33
2010,33,tetanos,0,a34
2010,33,tos ferina,0,a37
2010,33,tuberculosis respiratoria,247,a15-a16
2010,33,varicela,2568,b01
2010,34,brucelosis,71,a23
2010,34,colera,0,a00
2010,34,dengue clasico,777,a90
2010,34,enfermedad febril exantematica,32,u97
2010,34,enfermedades infecciosas intestinales,144976,a01-a03
2010,34,escarlatina,81,a38
2010,34,fiebre del oeste del nilo,0,a92.3
2010,34,fiebre reumatica aguda,23,i00-i02
2010,34,fiebre tifoidea,1084,a01.0
2010,34,hepatitis virica a,319,b15
2010,34,hepatitis virica b,18,b16
2010,34,hepatitis virica c,51,b17.1
2010,34,infeccion asintomatica por vih,79,z21
2010,34,infecciones intestinales por otros organismos,126411,a04
2010,34,infecciones respiratorias agudas,397982,j00-j06
2010,34,influenza a h1n1,0,j09
2010,34,intoxicacion alimentaria bacteriana,1011,a05
2010,34,intoxicacion por animales venenosos,1269,t63 excepto t63.2
2010,34,intoxicacion por plaguicidas,77,t60
2010,34,intoxicacion por veneno de escorpion,5279,t63.2
2010,34,leptospirosis,11,a27
2010,34,meningitis meningococica,0,a39.0
2010,34,meningitis tuberculosa,4,a17.0
2010,34,meningitis,15,g00-g03
2010,34,mordeduras por perro,2187,w54
2010,34,mordeduras por serpiente,109,x20
2010,34,neumonias y bronconeumonias,1848,j12
2010,34,paludismo por p. falciparum,0,b50
2010,34,paludismo por p. vivax,12,b51
2010,34,paralisis flacida aguda,13,u98
2010,34,parotiditis infecciosa,104,b26
2010,34,rubeola congenita,0,p35.0
2010,34,rubeola,0,b06
2010,34,shigelosis,241,a03
2010,34,sida,123,b20-b24
2010,34,sifilis congenita,8,a50
2010,34,tetanos neonatal,0,a33
2010,34,tetanos,0,a34
2010,34,tos ferina,0,a37
2010,34,tuberculosis respiratoria,309,a15-a16
2010,34,varicela,2586,b01
2010,35,brucelosis,51,a23
2010,35,colera,0,a00
2010,35,conjuntivitis,11130,b30
2010,35,dengue clasico,752,a90
2010,35,enfermedad febril exantematica,0,u97
2010,35,escarlatina,97,a38
2010,35,fiebre del oeste del nilo,0,a92.3
2010,35,fiebre reumatica aguda,22,i00-i02
2010,35,fiebre tifoidea,788,a01.0
2010,35,hepatitis virica a,337,b15
2010,35,hepatitis virica b,18,b16
2010,35,hepatitis virica c,26,b17.1
2010,35,infeccion asintomatica por vih,93,z21
2010,35,infeccion gonococica genitourinaria,34,a54.0-a54.2
2010,35,infecciones intestinales por otros organismos,117584,a04
2010,35,infecciones respiratorias agudas,415476,j00-j06
2010,35,influenza a h1n1,1,j09
2010,35,intoxicacion alimentaria bacteriana,1057,a05
2010,35,intoxicacion por plaguicidas,80,t60
2010,35,intoxicacion por veneno de escorpion,5956,t63.2
2010,35,leptospirosis,7,a27
2010,35,meningitis meningococica,1,a39.0
2010,35,meningitis tuberculosa,0,a17.0
2010,35,meningitis,22,g00-g03
2010,35,mordeduras por perro,2012,w54
2010,35,mordeduras por serpiente,112,x20
2010,35,neumonias y bronconeumonias,1675,j12
2010,35,paludismo por p. falciparum,0,b50
2010,35,paludismo por p. vivax,30,b51
2010,35,paralisis flacida aguda,14,u98
2010,35,paratifoidea,2652,a01.1-a02
2010,35,parotiditis infecciosa,89,b26
2010,35,rubeola congenita,0,p35.0
2010,35,rubeola,4,b06
2010,35,shigelosis,260,a03
2010,35,sifilis adquirida,38,a51-a53
2010,35,sifilis congenita,1,a50
2010,35,tetanos neonatal,0,a33
2010,35,tetanos,0,a34
2010,35,tos ferina,3,a37
2010,35,tuberculosis respiratoria,244,a15-a16
2010,35,varicela,2468,b01
2010,36,colera,0,a00
2010,36,conjuntivitis,14984,b30
2010,36,dengue clasico,911,a90
2010,36,enfermedades infecciosas intestinales,129763,a01-a03
2010,36,fiebre del oeste del nilo,0,a92.3
2010,36,fiebre reumatica aguda,18,i00-i02
2010,36,fiebre tifoidea,1006,a01.0
2010,36,hepatitis virica b,6,b16
2010,36,infeccion gonococica genitourinaria,31,a54.0-a54.2
2010,36,infecciones intestinales por otros organismos,112573,a04
2010,36,intoxicacion alimentaria bacteriana,1034,a05
2010,36,intoxicacion por plaguicidas,80,t60
2010,36,meningitis meningococica,1,a39.0
2010,36,meningitis tuberculosa,3,a17.0
2010,36,meningitis,18,g00-g03
2010,36,mordeduras por otros mamiferos,174,w55
2010,36,mordeduras por perro,1894,w54
2010,36,mordeduras por serpiente,95,x20
2010,36,paludismo por p. falciparum,0,b50
2010,36,paludismo por p. vivax,7,b51
2010,36,paralisis flacida aguda,8,u98
2010,36,parotiditis infecciosa,94,b26
2010,36,rubeola congenita,0,p35.0
2010,36,rubeola,2,b06
2010,36,sifilis adquirida,48,a51-a53
2010,36,sifilis congenita,3,a50
2010,36,tetanos neonatal,0,a33
2010,36,tetanos,0,a34
2010,36,tuberculosis respiratoria,310,a15-a16
2010,37,colera,0,a00
2010,37,conjuntivitis,17351,b30
2010,37,dengue clasico,566,a90
2010,37,enfermedades infecciosas intestinales,123313,a01-a03
2010,37,fiebre del oeste del nilo,0,a92.3
2010,37,fiebre reumatica aguda,10,i00-i02
2010,37,fiebre tifoidea,996,a01.0
2010,37,hepatitis virica b,2,b16
2010,37,infeccion gonococica genitourinaria,35,a54.0-a54.2
2010,37,infecciones intestinales por otros organismos,106711,a04
2010,37,intoxicacion alimentaria bacteriana,919,a05
2010,37,intoxicacion por plaguicidas,80,t60
2010,37,meningitis meningococica,1,a39.0
2010,37,meningitis tuberculosa,3,a17.0
2010,37,meningitis,14,g00-g03
2010,37,mordeduras por otros mamiferos,175,w55
2010,37,mordeduras por perro,1912,w54
2010,37,mordeduras por serpiente,105,x20
2010,37,paludismo por p. falciparum,0,b50
2010,37,paludismo por p. vivax,42,b51
2010,37,paralisis flacida aguda,6,u98
2010,37,parotiditis infecciosa,112,b26
2010,37,rubeola congenita,0,p35.0
2010,37,rubeola,1,b06
2010,37,sifilis adquirida,35,a51-a53
2010,37,sifilis congenita,3,a50
2010,37,tetanos neonatal,0,a33
2010,37,tetanos,0,a34
2010,37,tuberculosis respiratoria,226,a15-a16
2010,38,colera,0,a00
2010,38,conjuntivitis,15028,b30
2010,38,dengue clasico,720,a90
2010,38,enfermedades infecciosas intestinales,97049,a01-a03
2010,38,fiebre del oeste del nilo,0,a92.3
2010,38,fiebre reumatica aguda,12,i00-i02
2010,38,fiebre tifoidea,697,a01.0
2010,38,hepatitis virica b,12,b16
2010,38,infeccion gonococica genitourinaria,41,a54.0-a54.2
2010,38,infecciones intestinales por otros organismos,85275,a04
2010,38,intoxicacion alimentaria bacteriana,737,a05
2010,38,intoxicacion por plaguicidas,61,t60
2010,38,meningitis meningococica,1,a39.0
2010,38,meningitis tuberculosa,1,a17.0
2010,38,meningitis,7,g00-g03
2010,38,mordeduras por otros mamiferos,188,w55
2010,38,mordeduras por perro,1707,w54
2010,38,mordeduras por serpiente,101,x20
2010,38,paludismo por p. falciparum,0,b50
2010,38,paludismo por p. vivax,27,b51
2010,38,paralisis flacida aguda,23,u98
2010,38,parotiditis infecciosa,80,b26
2010,38,rubeola congenita,0,p35.0
2010,38,rubeola,0,b06
2010,38,sifilis adquirida,22,a51-a53
2010,38,sifilis congenita,3,a50
2010,38,tetanos neonatal,0,a33
2010,38,tetanos,2,a34
2010,38,tuberculosis respiratoria,171,a15-a16
2010,39,brucelosis,54,a23
2010,39,colera,0,a00
2010,39,dengue clasico,646,a90
2010,39,enfermedad febril exantematica,171,u97
2010,39,enfermedades infecciosas intestinales,112370,a01-a03
2010,39,escarlatina,70,a38
2010,39,fiebre del oeste del nilo,0,a92.3
2010,39,fiebre reumatica aguda,17,i00-i02
2010,39,fiebre tifoidea,931,a01.0
2010,39,hepatitis virica a,496,b15
2010,39,hepatitis virica b,13,b16
2010,39,hepatitis virica c,25,b17.1
2010,39,infecciones intestinales por otros organismos,97012,a04
2010,39,infecciones respiratorias agudas,554305,j00-j06
2010,39,influenza a h1n1,0,j09
2010,39,intoxicacion alimentaria bacteriana,711,a05
2010,39,intoxicacion por animales venenosos,1139,t63 excepto t63.2
2010,39,intoxicacion por plaguicidas,60,t60
2010,39,intoxicacion por veneno de escorpion,5532,t63.2
2010,39,leptospirosis,7,a27
2010,39,meningitis meningococica,3,a39.0
2010,39,meningitis tuberculosa,1,a17.0
2010,39,meningitis,11,g00-g03
2010,39,mordeduras por perro,1922,w54
2010,39,mordeduras por serpiente,107,x20
2010,39,neumonias y bronconeumonias,2392,j12
2010,39,paludismo por p. falciparum,0,b50
2010,39,paludismo por p. vivax,29,b51
2010,39,paralisis flacida aguda,12,u98
2010,39,parotiditis infecciosa,136,b26
2010,39,rubeola congenita,0,p35.0
2010,39,rubeola,2,b06
2010,39,shigelosis,241,a03
2010,39,sida,99,b20-b24
2010,39,sifilis congenita,4,a50
2010,39,tetanos neonatal,0,a33
2010,39,tetanos,0,a34
2010,39,tos ferina,12,a37
2010,39,tuberculosis respiratoria,303,a15-a16
2010,39,varicela,2695,b01
2010,40,brucelosis,43,a23
2010,40,colera,0,a00
2010,40,conjuntivitis,23013,b30
2010,40,dengue clasico,647,a90
2010,40,enfermedad febril exantematica,78,u97
2010,40,escarlatina,82,a38
2010,40,fiebre del oeste del nilo,0,a92.3
2010,40,fiebre reumatica aguda,13,i00-i02
2010,40,fiebre tifoidea,904,a01.0
2010,40,hepatitis virica a,541,b15
2010,40,hepatitis virica b,8,b16
2010,40,hepatitis virica c,23,b17.1
2010,40,infeccion gonococica genitourinaria,31,a54.0-a54.2
2010,40,infecciones intestinales por otros organismos,89963,a04
2010,40,infecciones respiratorias agudas,555544,j00-j06
2010,40,influenza a h1n1,1,j09
2010,40,intoxicacion alimentaria bacteriana,781,a05
2010,40,intoxicacion por plaguicidas,74,t60
2010,40,intoxicacion por veneno de escorpion,5551,t63.2
2010,40,leptospirosis,5,a27
2010,40,meningitis meningococica,0,a39.0
2010,40,meningitis tuberculosa,4,a17.0
2010,40,meningitis,9,g00-g03
2010,40,mordeduras por otros mamiferos,193,w55
2010,40,mordeduras por perro,1988,w54
2010,40,mordeduras por serpiente,89,x20
2010,40,neumonias y bronconeumonias,2263,j12
2010,40,paludismo por p. falciparum,0,b50
2010,40,paludismo por p. vivax,26,b51
2010,40,paralisis flacida aguda,7,u98
2010,40,paratifoidea,2234,a01.1-a02
2010,40,parotiditis infecciosa,106,b26
2010,40,rubeola congenita,1,p35.0
2010,40,rubeola,1,b06
2010,40,shigelosis,177,a03
2010,40,sifilis adquirida,35,a51-a53
2010,40,sifilis congenita,1,a50
2010,40,tetanos neonatal,0,a33
2010,40,tetanos,0,a34
2010,40,tos ferina,0,a37
2010,40,tuberculosis respiratoria,218,a15-a16
2010,40,varicela,2449,b01
2010,41,brucelosis,85,a23
2010,41,colera,0,a00
2010,41,conjuntivitis,19466,b30
2010,41,dengue clasico,802,a90
2010,41,enfermedad febril exantematica,75,u97
2010,41,enfermedades infecciosas intestinales,100970,a01-a03
2010,41,escarlatina,92,a38
2010,41,fiebre del oeste del nilo,0,a92.3
2010,41,fiebre reumatica aguda,8,i00-i02
2010,41,fiebre tifoidea,898,a01.0
2010,41,hepatitis virica a,477,b15
2010,41,hepatitis virica b,7,b16
2010,41,hepatitis virica c,41,b17.1
2010,41,infeccion asintomatica por vih,34,z21
2010,41,infecciones intestinales por otros organismos,86096,a04
2010,41,infecciones respiratorias agudas,644673,j00-j06
2010,41,influenza a h1n1,0,j09
2010,41,intoxicacion alimentaria bacteriana,736,a05
2010,41,intoxicacion por animales venenosos,1149,t63 excepto t63.2
2010,41,intoxicacion por plaguicidas,52,t60
2010,41,intoxicacion por veneno de escorpion,6186,t63.2
2010,41,leptospirosis,13,a27
2010,41,meningitis meningococica,4,a39.0
2010,41,meningitis tuberculosa,4,a17.0
2010,41,meningitis,12,g00-g03
2010,41,mordeduras por perro,1955,w54
2010,41,mordeduras por serpiente,93,x20
2010,41,neumonias y bronconeumonias,2554,j12
2010,41,paludismo por p. falciparum,0,b50
2010,41,paludismo por p. vivax,26,b51
2010,41,paralisis flacida aguda,64,u98
2010,41,parotiditis infecciosa,96,b26
2010,41,rubeola congenita,0,p35.0
2010,41,rubeola,6,b06
2010,41,shigelosis,186,a03
2010,41,sida,137,b20-b24
2010,41,sifilis congenita,1,a50
2010,41,tetanos neonatal,0,a33
2010,41,tetanos,0,a34
2010,41,tos ferina,3,a37
2010,41,tuberculosis respiratoria,270,a15-a16
2010,41,varicela,2358,b01
2010,42,brucelosis,54,a23
2010,42,colera,0,a00
2010,42,conjuntivitis,13793,b30
2010,42,dengue clasico,830,a90
2010,42,enfermedad febril exantematica,401,u97
2010,42,enfermedades infecciosas intestinales,95118,a01-a03
2010,42,escarlatina,106,a38
2010,42,fiebre del oeste del nilo,0,a92.3
2010,42,fiebre reumatica aguda,16,i00-i02
2010,42,fiebre tifoidea,959,a01.0
2010,42,hepatitis virica a,428,b15
2010,42,hepatitis virica b,11,b16
2010,42,hepatitis virica c,24,b17.1
2010,42,infeccion asintomatica por vih,9,z21
2010,42,infecciones intestinales por otros organismos,80404,a04
2010,42,infecciones respiratorias agudas,629464,j00-j06
2010,42,influenza a h1n1,0,j09
2010,42,intoxicacion alimentaria bacteriana,791,a05
2010,42,intoxicacion por animales venenosos,1081,t63 excepto t63.2
2010,42,intoxicacion por plaguicidas,39,t60
2010,42,intoxicacion por veneno de escorpion,6225,t63.2
2010,42,leptospirosis,10,a27
2010,42,meningitis meningococica,1,a39.0
2010,42,meningitis tuberculosa,1,a17.0
2010,42,meningitis,7,g00-g03
2010,42,mordeduras por perro,1880,w54
2010,42,mordeduras por serpiente,89,x20
2010,42,neumonias y bronconeumonias,2883,j12
2010,42,paludismo por p. falciparum,0,b50
2010,42,paludismo por p. vivax,20,b51
2010,42,paralisis flacida aguda,103,u98
2010,42,parotiditis infecciosa,92,b26
2010,42,rubeola congenita,0,p35.0
2010,42,rubeola,1,b06
2010,42,shigelosis,196,a03
2010,42,sida,97,b20-b24
2010,42,sifilis congenita,1,a50
2010,42,tetanos neonatal,0,a33
2010,42,tetanos,0,a34
2010,42,tos ferina,3,a37
2010,42,tuberculosis respiratoria,211,a15-a16
2010,42,varicela,2690,b01
2010,43,brucelosis,48,a23
2010,43,colera,0,a00
2010,43,conjuntivitis,10251,b30
2010,43,dengue clasico,767,a90
2010,43,enfermedad febril exantematica,65,u97
2010,43,enfermedades infecciosas intestinales,93300,a01-a03
2010,43,escarlatina,125,a38
2010,43,fiebre del oeste del nilo,0,a92.3
2010,43,fiebre reumatica aguda,18,i00-i02
2010,43,fiebre tifoidea,828,a01.0
2010,43,hepatitis virica a,421,b15
2010,43,hepatitis virica b,19,b16
2010,43,hepatitis virica c,40,b17.1
2010,43,infeccion asintomatica por vih,5,z21
2010,43,infecciones intestinales por otros organismos,79305,a04
2010,43,infecciones respiratorias agudas,642351,j00-j06
2010,43,influenza a h1n1,0,j09
2010,43,intoxicacion alimentaria bacteriana,756,a05
2010,43,intoxicacion por animales venenosos,1048,t63 excepto t63.2
2010,43,intoxicacion por plaguicidas,48,t60
2010,43,intoxicacion por veneno de escorpion,5658,t63.2
2010,43,leptospirosis,14,a27
2010,43,meningitis meningococica,2,a39.0
2010,43,meningitis tuberculosa,2,a17.0
2010,43,meningitis,5,g00-g03
2010,43,mordeduras por perro,1826,w54
2010,43,mordeduras por serpiente,99,x20
2010,43,neumonias y bronconeumonias,2827,j12
2010,43,paludismo por p. falciparum,0,b50
2010,43,paludismo por p. vivax,19,b51
2010,43,paralisis flacida aguda,93,u98
2010,43,parotiditis infecciosa,129,b26
2010,43,rubeola congenita,0,p35.0
2010,43,rubeola,1,b06
2010,43,shigelosis,192,a03
2010,43,sida,153,b20-b24
2010,43,sifilis congenita,1,a50
2010,43,tetanos neonatal,0,a33
2010,43,tetanos,4,a34
2010,43,tos ferina,1,a37
2010,43,tuberculosis respiratoria,243,a15-a16
2010,43,varicela,2823,b01
2010,44,brucelosis,55,a23
2010,44,colera,0,a00
2010,44,conjuntivitis,8261,b30
2010,44,dengue clasico,941,a90
2010,44,enfermedad febril exantematica,7,u97
2010,44,enfermedades infecciosas intestinales,83913,a01-a03
2010,44,escarlatina,93,a38
2010,44,fiebre del oeste del nilo,0,a92.3
2010,44,fiebre reumatica aguda,16,i00-i02
2010,44,fiebre tifoidea,800,a01.0
2010,44,hepatitis virica a,375,b15
2010,44,hepatitis virica b,14,b16
2010,44,hepatitis virica c,28,b17.1
2010,44,infeccion asintomatica por vih,0,z21
2010,44,infecciones intestinales por otros organismos,71405,a04
2010,44,intoxicacion alimentaria bacteriana,636,a05
2010,44,intoxicacion por plaguicidas,32,t60
2010,44,intoxicacion por veneno de escorpion,4710,t63.2
2010,44,leptospirosis,7,a27
2010,44,meningitis meningococica,1,a39.0
2010,44,meningitis tuberculosa,1,a17.0
2010,44,meningitis,18,g00-g03
2010,44,mordeduras por otros mamiferos,159,w55
2010,44,mordeduras por perro,1668,w54
2010,44,mordeduras por serpiente,87,x20
2010,44,paludismo por p. falciparum,0,b50
2010,44,paludismo por p. vivax,22,b51
2010,44,paralisis flacida aguda,70,u98
2010,44,paratifoidea,2097,a01.1-a02
2010,44,parotiditis infecciosa,105,b26
2010,44,rubeola congenita,0,p35.0
2010,44,rubeola,0,b06
2010,44,shigelosis,274,a03
2010,44,sida,100,b20-b24
2010,44,tetanos neonatal,0,a33
2010,44,tetanos,0,a34
2010,44,tuberculosis respiratoria,253,a15-a16
2010,44,varicela,3123,b01
2010,45,brucelosis,43,a23
2010,45,colera,0,a00
2010,45,conjuntivitis,7613,b30
2010,45,dengue clasico,743,a90
2010,45,enfermedad febril exantematica,1,u97
2010,45,enfermedades infecciosas intestinales,78510,a01-a03
2010,45,escarlatina,96,a38
2010,45,fiebre del oeste del nilo,0,a92.3
2010,45,fiebre reumatica aguda,10,i00-i02
2010,45,fiebre tifoidea,666,a01.0
2010,45,hepatitis virica a,393,b15
2010,45,hepatitis virica b,8,b16
2010,45,hepatitis virica c,41,b17.1
2010,45,infeccion asintomatica por vih,9,z21
2010,45,infecciones intestinales por otros organismos,67345,a04
2010,45,infecciones respiratorias agudas,578731,j00-j06
2010,45,influenza a h1n1,0,j09
2010,45,intoxicacion alimentaria bacteriana,719,a05
2010,45,intoxicacion por animales venenosos,833,t63 excepto t63.2
2010,45,intoxicacion por plaguicidas,50,t60
2010,45,intoxicacion por veneno de escorpion,4832,t63.2
2010,45,leptospirosis,25,a27
